,name,rating,reviews,company_type,Head_Quarters,Company_Age,No_of_Employee
9168,WorkIndia,3.6,(56 Reviews),Private,"Mumbai,Maharashtra + 6 more",7 years old,201-500 Employees (India)
9169,Cropdata Technol...,4.2,(56 Reviews),Private,"Nagpur,Maharashtra + 9 more",6 years old,501-1k Employees (India)
9170,Gainwell CAT,4.3,(56 Reviews),Kolkata + 14 more,501-1k Employees (India),,
9171,Arvind Textile M...,4.4,(56 Reviews),"Ahmedabad,Gujarat + 7 more",91 years old,10k-50k Employees (Global),
9172,Arabian Pipeline...,4.0,(56 Reviews),Private,Jubail + 3 more,39 years old,5k-10k Employees (India)
9173,Rosmerta Safety ...,3.0,(56 Reviews),Gurgaon/Gurugram + 12 more,,,
9174,Hyoseong Electri...,3.3,(56 Reviews),Public,Busan + 4 more,49 years old,51-200 Employees (India)
9175,Dexters Logistic...,3.5,(56 Reviews),Private,"Pune,Maharashtra + 17 more",12 years old,51-200 Employees (India)
9176,Music Broadcast,4.3,(56 Reviews),Public,"Mumbai,Maharashtra + 22 more",23 years old,501-1k Employees (India)
9177,Tag Corporation,4.0,(56 Reviews),Chennai + 1 more,50 years old,51-200 Employees (India),
9178,Bird Information...,3.0,(56 Reviews),New Delhi + 1 more,20 years old,51-200 Employees (India),
9179,Galaxy Group,3.9,(56 Reviews),Noida + 9 more,14 years old,11-50 Employees (India),
9180,VKALP Outsourcin...,4.0,(56 Reviews),Private,"Jaipur,Rajasthan",20 years old,201-500 Employees (India)
9181,Kshema Power And...,3.6,(56 Reviews),Private,"Kochi/Cochin,Kerala + 7 more",24 years old,51-200 Employees (India)
9182,Srinivasa Farms,4.1,(56 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 9 more",57 years old,501-1k Employees (India)
9183,Kun Hyundai,4.4,(56 Reviews),Private,Chennai + 6 more,24 years old,51-200 Employees (India)
9184,24seven,4.5,(56 Reviews),New Delhi + 8 more,1 Lakh+ Employees (India),,
9185,Domex E-data,3.1,(56 Reviews),Bengaluru,21 years old,51-200 Employees (India),
9186,Nokia Seimens Ne...,3.9,(56 Reviews),Bengaluru/Bangalore + 16 more,10k-50k Employees (India),,
9187,Miraj Entertainm...,3.7,(56 Reviews),Public,Mumbai + 18 more,14 years old,51-200 Employees (India)
9188,Vibes Healthcare,3.4,(56 Reviews),Private,"Delhi/NCR,Delhi + 8 more",26 years old,201-500 Employees (India)
9189,Dtss,4.4,(56 Reviews),Bengaluru + 14 more,14 years old,10k-50k Employees (Global),
9190,Renishaw,4.1,(56 Reviews),Private,"Wotton-under-edge,Gloucestershire + 2 more",49 years old,201-500 Employees (India)
9191,Crif Solutions,3.6,(56 Reviews),Bologna,17 years old,201-500 Employees (India),
9192,BVSR CONSTRUCTIO...,4.2,(56 Reviews),Private,Hyderabad + 6 more,18 years old,201-500 Employees (India)
9193,Cogeme Precision...,3.9,(56 Reviews),Pune,15 years old,51-200 Employees (India),
9194,Exemed Pharmaceu...,3.7,(56 Reviews),Vadodara + 2 more,13 years old,51-200 Employees (India),
9195,AVT McCormick In...,4.2,(56 Reviews),Aluva + 8 more,28 years old,201-500 Employees (India),
9196,Sandip Universit...,3.9,(56 Reviews),Nashik + 10 more,6 years old,501-1k Employees (India),
9197,Vibatel Solution...,3.6,(56 Reviews),Private,Secunderabad + 4 more,15 years old,201-500 Employees (Global)
9198,Clinic Dermatech,3.4,(56 Reviews),New Delhi + 10 more,16 years old,201-500 Employees (India),
9199,Hero Corporate S...,4.5,(56 Reviews),Private,"Delhi/NCR,New Delhi + 17 more",38 years old,201-500 Employees (India)
9200,PSPCL,4.0,(56 Reviews),Public,Patiala + 10 more,55 years old,50k-1 Lakh Employees (India)
9201,Poona Hospital A...,4.2,(56 Reviews),Pune + 1 more,37 years old,501-1k Employees (India),
9202,VRP Telematics,3.8,(56 Reviews),New Delhi + 12 more,17 years old,201-500 Employees (India),
9203,Auriga Research,3.6,(56 Reviews),Gurgaon + 6 more,15 years old,51-200 Employees (India),
9204,Isys Softech,3.7,(56 Reviews),Private,"Jaipur,Rajasthan",22 years old,201-500 Employees (India)
9205,RasGas,4.3,(56 Reviews),Public,Doha + 2 more,24 years old,5k-10k Employees (India)
9206,Intersoft Data L...,4.0,(56 Reviews),Private,Columbia + 2 more,19 years old,501-1k Employees (India)
9207,CT Group of Inst...,3.6,(56 Reviews),Private,"Jalandhar,Punjab + 4 more",25 years old,501-1k Employees (Global)
9208,Usha Shriram Ent...,3.1,(56 Reviews),Private,New Delhi + 17 more,39 years old,501-1k Employees (India)
9209,Bharti Hospital,3.8,(56 Reviews),Pune + 9 more,11-50 Employees (India),,
9210,Yoma Multination...,4.1,(56 Reviews),Private,Gurugram + 14 more,10 years old,51-200 Employees (India)
9211,Biomerieux,4.3,(56 Reviews),Marcy I'Etoile + 10 more,59 years old,51-200 Employees (India),
9212,Amana Toyota,4.2,(56 Reviews),Private,Kozhikode + 8 more,22 years old,201-500 Employees (India)
9213,Harvest Internat...,4.6,(56 Reviews),Private,Bangalore + 4 more,11 years old,51-200 Employees (India)
9214,Lindstrom Servic...,3.6,(56 Reviews),Helsinki + 10 more,174 years old,501-1k Employees (India),
9215,Rucha Group Of I...,4.0,(56 Reviews),Public,"Aurangabad,Maharashtra + 6 more",28 years old,1k-5k Employees (India)
9216,Pricol Engineeri...,3.8,(56 Reviews),Public,Coimbatore + 6 more,27 years old,51-200 Employees (India)
9217,Malpani Group,4.1,(56 Reviews),Private,"Sangamner,Maharashtra + 7 more",128 years old,1k-5k Employees (India)
9218,Planet PCI Infot...,4.0,(56 Reviews),"Gurgaon,Haryana + 13 more",23 years old,51-200 Employees (India),
9219,Bird Information...,3.0,(56 Reviews),New Delhi + 1 more,20 years old,51-200 Employees (India),
9220,Gainwell CAT,4.3,(56 Reviews),Kolkata + 14 more,501-1k Employees (India),,
9221,DNEG CREATIVE SE...,3.9,(56 Reviews),Mumbai + 6 more,1k-5k Employees (Global),,
9222,Eskag Sanjeevani,3.9,(56 Reviews),Private,Kolkata + 9 more,18 years old,11-50 Employees (India)
9223,D Y Patil Hospit...,3.9,(56 Reviews),Private,"Mumbai,Maharashtra + 4 more",26 years old,11-50 Employees (India)
9224,Cytecare Cancer ...,4.1,(56 Reviews),Private,"Bangalore,Karnataka",8 years old,201-500 Employees (India)
9225,Crif Solutions,3.6,(56 Reviews),Bologna,17 years old,201-500 Employees (India),
9226,Donaldson India ...,3.8,(56 Reviews),Gurgaon + 2 more,107 years old,51-200 Employees (India),
9227,Gits Food Produc...,3.6,(56 Reviews),Private,Mumbai + 17 more,59 years old,201-500 Employees (India)
9228,BVSR CONSTRUCTIO...,4.2,(56 Reviews),Private,Hyderabad + 6 more,18 years old,201-500 Employees (India)
9229,Qarmatek Service...,3.5,(56 Reviews),Private,"Ahmedabad,Gujarat + 6 more",11 years old,11-50 Employees (India)
9230,IRON TRIANGLE LI...,3.8,(56 Reviews),Private,Rajkot + 14 more,31 years old,
9231,MSN R&D Center,4.0,(56 Reviews),Hyderabad/Secunderabad + 1 more,,,
9232,Proziod Analytic...,3.9,(56 Reviews),Private,"Bengaluru/Bangalore,Karnataka",6 years old,51-200 Employees (India)
9233,SRM Institute of...,3.6,(56 Reviews),Private,"Chennai,Tamil Nadu + 5 more",37 years old,1k-5k Employees (India)
9234,Arvind Textile M...,4.4,(56 Reviews),"Ahmedabad,Gujarat + 7 more",91 years old,10k-50k Employees (Global),
9235,Ornate TechnoSer...,4.6,(56 Reviews),Private,"New Delhi,Delhi + 12 more",13 years old,51-200 Employees (India)
9236,Cropdata Technol...,4.2,(56 Reviews),Private,"Nagpur,Maharashtra + 9 more",6 years old,501-1k Employees (India)
9237,Radio Mirchi,3.5,(56 Reviews),Mumbai + 24 more,501-1k Employees (India),,
9238,Arabian Pipeline...,4.0,(56 Reviews),Private,Jubail + 3 more,39 years old,5k-10k Employees (India)
9239,Ani Instruments,3.7,(56 Reviews),Private,Mumbai + 16 more,33 years old,1k-5k Employees (Global)
9240,Al-Muhaidib Cont...,4.8,(56 Reviews),Dammam + 6 more,79 years old,10k-50k Employees (Global),
9241,Om Enterprises,4.0,(56 Reviews),Private,"Delhi/NCR,Delhi + 21 more",30 years old,1k-5k Employees (India)
9242,Pan India foods ...,4.1,(56 Reviews),Private,Mumbai + 5 more,22 years old,11-50 Employees (India)
9243,IRON TRIANGLE LI...,3.8,(56 Reviews),Private,Rajkot + 14 more,31 years old,
9244,DNEG CREATIVE SE...,3.9,(56 Reviews),Mumbai + 6 more,1k-5k Employees (Global),,
9245,MSN R&D Center,4.0,(56 Reviews),Hyderabad/Secunderabad + 1 more,,,
9246,Radio Mirchi,3.5,(56 Reviews),Mumbai + 24 more,501-1k Employees (India),,
9247,Calvin Technolog...,4.6,(56 Reviews),Hyderabad/Secunderabad + 4 more,11-50 Employees (India),,
9248,Pixon Energy,4.5,(56 Reviews),Rajkot + 2 more,51-200 Employees (India),,
9249,Cadworks India,4.5,(56 Reviews),Private,"New Delhi,Delhi + 6 more",11 years old,51-200 Employees (India)
9250,ShapeMySkills,5.0,(56 Reviews),Private,"Noida,Uttar Pradesh + 2 more",5 years old,11-50 Employees (India)
9251,Lubrizol Corpora...,3.7,(56 Reviews),"Wickliffe,Ohio + 4 more",201-500 Employees (India),,
9252,Ayushman Hospita...,3.6,(56 Reviews),New Delhi + 9 more,14 years old,51-200 Employees (India),
9253,Vasan Health Car...,4.1,(320 Reviews),Private,"Chennai,Tamil Nadu + 24 more",20 years old,11-50 Employees (India)
9254,KPI Partners,4.4,(55 Reviews),Private,"Newark,CA + 1 more",16 years old,51-200 Employees (India)
9255,Best Western,4.3,(55 Reviews),Private,Phoenix + 15 more,76 years old,501-1k Employees (India)
9256,Beyond Key Syste...,4.4,(55 Reviews),Private,"Chicago,Illinois",17 years old,51-200 Employees (India)
9257,Indian Potash,3.9,(55 Reviews),Private,Chennai + 17 more,67 years old,1k-5k Employees (India)
9258,Western Railway,4.2,(55 Reviews),Private,Mumbai + 13 more,167 years old,10k-50k Employees (Global)
9259,Nalanda Educatio...,3.8,(55 Reviews),Private,"Vijayawada,Andhra Pradesh + 11 more",34 years old,1k-5k Employees (Global)
9260,Zuti Engineering...,4.1,(55 Reviews),Private,Hyderabad + 1 more,18 years old,51-200 Employees (India)
9261,SARE Homes,4.0,(55 Reviews),Private,Gurgaon + 5 more,16 years old,201-500 Employees (Global)
9262,HI-Tech Outsourc...,3.9,(55 Reviews),Private,Ahmedabad + 11 more,30 years old,1k-5k Employees (Global)
9263,Net2source,3.3,(55 Reviews),Private,New Jersey + 2 more,15 years old,1k-5k Employees (Global)
9264,Oberthur Technol...,4.1,(55 Reviews),Private,Rennes + 4 more,38 years old,1k-5k Employees (India)
9265,Minilec,3.7,(55 Reviews),Private,"Pune,Maharashtra + 2 more",57 years old,501-1k Employees (India)
9266,Kaivalya Educati...,4.1,(55 Reviews),Private,Ahmedabad + 14 more,14 years old,201-500 Employees (Global)
9267,HyTech Professio...,3.7,(55 Reviews),Private,"Rockville,Maryland",18 years old,201-500 Employees (India)
9268,bebo Technologie...,3.8,(55 Reviews),Private,"Chandigarh,Haryana + 2 more",20 years old,501-1k Employees (India)
9269,Crystal Travel,3.7,(55 Reviews),London,35 years old,,
9270,SUNDIRECT,4.1,(55 Reviews),Chennai + 10 more,15 years old,,
9271,Firstsource Labo...,4.0,(55 Reviews),Hyderabad + 11 more,11 years old,51-200 Employees (India),
9272,Seneca Global IT...,4.2,(55 Reviews),Private,"Oak Brook,Illinois",15 years old,201-500 Employees (India)
9273,Weaverbird Engin...,3.7,(55 Reviews),Private,New Delhi + 6 more,17 years old,201-500 Employees (India)
9274,Business Octane ...,2.5,(55 Reviews),Private,"Gurgaon/Gurugram,Haryana + 6 more",15 years old,51-200 Employees (India)
9275,Tci Freight,4.1,(55 Reviews),Public,Gurgaon + 24 more,64 years old,201-500 Employees (India)
9276,Ptc Industries,3.7,(55 Reviews),Public,Lucknow + 2 more,59 years old,51-200 Employees (India)
9277,Bangalore Metro ...,4.2,(55 Reviews),Bengaluru + 2 more,11 years old,201-500 Employees (India),
9278,EqualizeRCM Serv...,3.8,(55 Reviews),Private,Austin,18 years old,1k-5k Employees (India)
9279,SOC Experts,4.7,(55 Reviews),Private,Bengaluru + 4 more,6 years old,51-200 Employees (India)
9280,ABS India,3.8,(55 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 9 more",20 years old,201-500 Employees (India)
9281,LA Technologies,4.8,(55 Reviews),"Bombay,maharashtra + 5 more",51-200 Employees (India),,
9282,TII India,3.9,(55 Reviews),Bawal + 5 more,6 years old,51-200 Employees (India),
9283,Recon Oil Indust...,4.1,(55 Reviews),Private,"Mumbai,Maharashtra + 10 more",31 years old,51-200 Employees (India)
9284,Altruista Health...,3.9,(55 Reviews),Private,"Reston,Virginia",15 years old,201-500 Employees (India)
9285,Classic Marble C...,3.6,(55 Reviews),Mumbai + 6 more,28 years old,201-500 Employees (India),
9286,Idemitsu Lube In...,3.3,(55 Reviews),New Delhi + 13 more,16 years old,51-200 Employees (India),
9287,Sunrise Biztech ...,3.8,(55 Reviews),Private,Edison + 1 more,32 years old,51-200 Employees (India)
9288,Pran Rfl Group,3.9,(55 Reviews),Public,"Dhaka,Dhaka + 15 more",41 years old,50k-1 Lakh Employees (Global)
9289,Central Warehous...,4.5,(55 Reviews),Private,New Delhi + 20 more,65 years old,1k-5k Employees (Global)
9290,BIZONGO,3.4,(55 Reviews),Private,"Mumbai,Maharashtra + 4 more",7 years old,201-500 Employees (India)
9291,Zydus Takeda Hea...,4.4,(55 Reviews),Private,Tokyo + 1 more,241 years old,51-200 Employees (India)
9292,Krazy Mantra IT,3.4,(55 Reviews),Private,Ahmedabad + 2 more,14 years old,51-200 Employees (India)
9293,Tata Steel Minin...,3.9,(55 Reviews),Private,Bhubaneswar + 13 more,18 years old,201-500 Employees (India)
9294,HTIS Telecom,3.8,(55 Reviews),Private,"Mohali,Punjab + 14 more",15 years old,1k-5k Employees (India)
9295,Kare Partners He...,3.2,(55 Reviews),Private,"Chandigarh,Chandigarh + 9 more",10 years old,51-200 Employees (India)
9296,Kider india,3.3,(55 Reviews),Pune + 1 more,14 years old,501-1k Employees (India),
9297,Royal Care Super...,4.4,(55 Reviews),Coimbatore + 2 more,7 years old,201-500 Employees (India),
9298,Rose Valley Grou...,4.3,(55 Reviews),Private,Kolkata + 21 more,,
9299,Right Tight Fast...,4.3,(55 Reviews),Nashik + 1 more,43 years old,501-1k Employees (India),
9300,VishwaRaj Hospit...,4.0,(55 Reviews),Private,"Pune,Maharashtra + 2 more",6 years old,11-50 Employees (India)
9301,MQSYS Technologi...,4.1,(55 Reviews),Private,Indore + 3 more,10 years old,201-500 Employees (India)
9302,Adma Solutions,4.3,(55 Reviews),Private,New Delhi + 29 more,11-50 Employees (India),
9303,Brandzstorm Indi...,3.4,(55 Reviews),"Mumbai,Maharashtra + 9 more",12 years old,51-200 Employees (India),
9304,Yashaswi Academy...,3.8,(55 Reviews),Private,Pune + 18 more,38 years old,501-1k Employees (India)
9305,Eltech Appliance...,3.3,(55 Reviews),Private,Chennai + 17 more,10 years old,201-500 Employees (India)
9306,AMBITION JOB,3.6,(55 Reviews),Private,Sydney + 19 more,23 years old,201-500 Employees (Global)
9307,Suntara Cosmetic...,3.9,(55 Reviews),Private,"Ahmedabad,Gujarat + 3 more",19 years old,501-1k Employees (India)
9308,AMPLUS SOLAR,4.5,(55 Reviews),"Gurgaon,Haryana + 6 more",14 years old,501-1k Employees (India),
9309,Detox Group,4.0,(55 Reviews),Private,Surat + 5 more,51-200 Employees (India),
9310,Kifs Housing Fin...,4.1,(55 Reviews),Private,Ahmedabad + 23 more,7 years old,51-200 Employees (India)
9311,AN Prakash Const...,4.4,(55 Reviews),Private,Bengaluru + 7 more,36 years old,201-500 Employees (India)
9312,Maharashtra Stat...,4.2,(55 Reviews),Mumbai + 5 more,17 years old,10k-50k Employees (Global),
9313,Indostar Home Fi...,4.3,(55 Reviews),Public,Mumbai + 31 more,6 years old,51-200 Employees (India)
9314,Cellplan Technol...,3.3,(55 Reviews),Private,Pune + 8 more,19 years old,51-200 Employees (India)
9315,Rp Telebuy Skysh...,3.8,(55 Reviews),Private,Chennai + 9 more,16 years old,501-1k Employees (Global)
9316,Mahindra Powerol,3.8,(55 Reviews),Public,Mumbai + 23 more,21 years old,51-200 Employees (India)
9317,Alexis Multispec...,4.4,(55 Reviews),Nagpur,12 years old,201-500 Employees (India),
9318,Shree Maruti Cou...,3.9,(55 Reviews),Private,"Mumbai,Maharashtra + 22 more",35 years old,201-500 Employees (India)
9319,Zopsmart Technol...,3.7,(55 Reviews),Private,"Bangalore,Karnataka + 8 more",8 years old,201-500 Employees (India)
9320,A G Construction,3.9,(55 Reviews),Private,Ontario + 23 more,34 years old,11-50 Employees (India)
9321,Magna Steyr,4.6,(55 Reviews),Private,"Aurora,Ontario",65 years old,51-200 Employees (India)
9322,Umasons Auto Com...,4.1,(55 Reviews),Aurangabad,22 years old,51-200 Employees (India),
9323,Survival Technol...,2.3,(55 Reviews),Private,"Mumbai,Maharashtra + 4 more",16 years old,201-500 Employees (India)
9324,Sandip Foundatio...,3.6,(55 Reviews),Private,"Nasik/Nashik,Maharashtra + 7 more",17 years old,1k-5k Employees (India)
9325,Shree Enterprise...,4.0,(55 Reviews),Private,"Nagpur,Maharashtra + 20 more",33 years old,51-200 Employees (India)
9326,STP,3.9,(55 Reviews),Private,Whiteley + 11 more,27 years old,201-500 Employees (India)
9327,Raaj Khosla & Co...,3.7,(55 Reviews),New Delhi + 10 more,1k-5k Employees (India),,
9328,Ansal Api,4.0,(55 Reviews),Private,New Delhi + 8 more,55 years old,1k-5k Employees (India)
9329,Altruista Health...,3.9,(55 Reviews),Private,"Reston,Virginia",15 years old,201-500 Employees (India)
9330,Sunrise Biztech ...,3.8,(55 Reviews),Private,Edison + 1 more,32 years old,51-200 Employees (India)
9331,Gopaldas Visram ...,3.7,(55 Reviews),Mumbai + 2 more,77 years old,51-200 Employees (India),
9332,Classic Marble C...,3.6,(55 Reviews),Mumbai + 6 more,28 years old,201-500 Employees (India),
9333,Idemitsu Lube In...,3.3,(55 Reviews),New Delhi + 13 more,16 years old,51-200 Employees (India),
9334,Shree Maruti Cou...,3.9,(55 Reviews),Private,"Mumbai,Maharashtra + 22 more",35 years old,201-500 Employees (India)
9335,Adma Solutions,4.3,(55 Reviews),Private,New Delhi + 29 more,11-50 Employees (India),
9336,Innovative Logis...,4.2,(55 Reviews),Private,Mumbai + 17 more,6 years old,1k-5k Employees (India)
9337,@home,3.9,(55 Reviews),Private,Mumbai + 18 more,17 years old,501-1k Employees (Global)
9338,Velammal Medical...,3.9,(55 Reviews),Private,"Madurai,Tamil Nadu + 2 more",9 years old,51-200 Employees (India)
9339,Alexis Multispec...,4.4,(55 Reviews),Nagpur,12 years old,201-500 Employees (India),
9340,MQSYS Technologi...,4.1,(55 Reviews),Private,Indore + 3 more,10 years old,201-500 Employees (India)
9341,VishwaRaj Hospit...,4.0,(55 Reviews),Private,"Pune,Maharashtra + 2 more",6 years old,11-50 Employees (India)
9342,HTIS Telecom,3.8,(55 Reviews),Private,"Mohali,Punjab + 14 more",15 years old,1k-5k Employees (India)
9343,Kare Partners He...,3.2,(55 Reviews),Private,"Chandigarh,Chandigarh + 9 more",10 years old,51-200 Employees (India)
9344,Kider india,3.3,(55 Reviews),Pune + 1 more,14 years old,501-1k Employees (India),
9345,Royal Care Super...,4.4,(55 Reviews),Coimbatore + 2 more,7 years old,201-500 Employees (India),
9346,Durr India,4.0,(55 Reviews),Private,"Bietigheim-bissingen,Baden-wurttemberg + 5 more",25 years old,201-500 Employees (India)
9347,AREVA T&D,4.6,(55 Reviews),Private,Paris + 12 more,150 years old,10k-50k Employees (Global)
9348,BIZONGO,3.4,(55 Reviews),Private,"Mumbai,Maharashtra + 4 more",7 years old,201-500 Employees (India)
9349,Zydus Takeda Hea...,4.4,(55 Reviews),Private,Tokyo + 1 more,241 years old,51-200 Employees (India)
9350,Krazy Mantra IT,3.4,(55 Reviews),Private,Ahmedabad + 2 more,14 years old,51-200 Employees (India)
9351,Tata Steel Minin...,3.9,(55 Reviews),Private,Bhubaneswar + 13 more,18 years old,201-500 Employees (India)
